"cluster","Contributing Family Worker","Employee","Employer","Not Economically Active","Self Employed"
"1",9.50747964037565,68.7988009496804,0.368908126193699,3.03058202554925,10.0660301357341
"2",5.14507894793529,61.474376925231,1.3333907761239,7.53801994700902,11.0796372487775
"3",33.0603933938863,53.5377809937216,0.112312055435649,1.21980876667032,5.45743856492966
"4",50.1910507910536,25.8332540360066,0.517725406407497,2.24454427467083,12.2019645354632
