"category","region","sex_group","row_id","relation","quintile","percentage","area_type","province"
"Employee","PUNJAB","Both Sexes",7,"Head","q4",25.727419350083,"Overall","Punjab"
"Employee","PUNJAB","Both Sexes",7,"Head","q5",23.157653688962,"Overall","Punjab"
"Not Economically Active","PUNJAB","Both Sexes",8,"Other","total",4.10400593571711,"Overall","Punjab"
"Not Economically Active","PUNJAB","Both Sexes",8,"Other","q1",1.26208331842997,"Overall","Punjab"
"Not Economically Active","PUNJAB","Both Sexes",8,"Other","q2",2.35556329069987,"Overall","Punjab"
"Not Economically Active","PUNJAB","Both Sexes",8,"Other","q3",3.46691586844223,"Overall","Punjab"
"Not Economically Active","PUNJAB","Both Sexes",8,"Other","q4",5.08027397825747,"Overall","Punjab"
"Not Economically Active","PUNJAB","Both Sexes",8,"Other","q5",9.87824426443933,"Overall","Punjab"
"Employer","PUNJAB","Both Sexes",10,"Other","total",0.333405667305702,"Overall","Punjab"
"Employer","PUNJAB","Both Sexes",10,"Other","q1",0.059944652208414,"Overall","Punjab"
"Employer","PUNJAB","Both Sexes",10,"Other","q2",0.0343681587564495,"Overall","Punjab"
"Employer","PUNJAB","Both Sexes",10,"Other","q3",0.32053578381746,"Overall","Punjab"
"Employer","PUNJAB","Both Sexes",10,"Other","q4",0.672974574746941,"Overall","Punjab"
"Employer","PUNJAB","Both Sexes",10,"Other","q5",0.701036689734404,"Overall","Punjab"
"Self Employed","PUNJAB","Both Sexes",11,"Other","total",8.09845956989677,"Overall","Punjab"
"Self Employed","PUNJAB","Both Sexes",11,"Other","q1",8.72462950230704,"Overall","Punjab"
"Self Employed","PUNJAB","Both Sexes",11,"Other","q2",6.91880412496126,"Overall","Punjab"
"Self Employed","PUNJAB","Both Sexes",11,"Other","q3",9.08563715183137,"Overall","Punjab"
"Self Employed","PUNJAB","Both Sexes",11,"Other","q4",7.76421122155028,"Overall","Punjab"
"Self Employed","PUNJAB","Both Sexes",11,"Other","q5",8.20176442962658,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Both Sexes",12,"Other","total",11.84020106403,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Both Sexes",12,"Other","q1",12.086299103281,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Both Sexes",12,"Other","q2",14.367063668603,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Both Sexes",12,"Other","q3",10.7124574929263,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Both Sexes",12,"Other","q4",11.4720581687803,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Both Sexes",12,"Other","q5",9.71041774210451,"Overall","Punjab"
"Employee","PUNJAB","Both Sexes",13,"Other","total",28.3864850213747,"Overall","Punjab"
"Employee","PUNJAB","Both Sexes",13,"Other","q1",31.9858702837469,"Overall","Punjab"
"Employee","PUNJAB","Both Sexes",13,"Other","q2",29.8276507725747,"Overall","Punjab"
"Employee","PUNJAB","Both Sexes",13,"Other","q3",28.6090906731044,"Overall","Punjab"
"Employee","PUNJAB","Both Sexes",13,"Other","q4",26.1665747705299,"Overall","Punjab"
"Employee","PUNJAB","Both Sexes",13,"Other","q5",24.4691380066525,"Overall","Punjab"
"Not Economically Active","PUNJAB","Both Sexes",14,"Other","total",1.29304555516403,"Overall","Punjab"
"Not Economically Active","PUNJAB","Both Sexes",14,"Other","q1",0.665749944029579,"Overall","Punjab"
"Not Economically Active","PUNJAB","Both Sexes",14,"Other","q2",0.391982783654641,"Overall","Punjab"
"Not Economically Active","PUNJAB","Both Sexes",14,"Other","q3",1.20239856708979,"Overall","Punjab"
"Not Economically Active","PUNJAB","Both Sexes",14,"Other","q4",1.3669427482154,"Overall","Punjab"
"Not Economically Active","PUNJAB","Both Sexes",14,"Other","q5",3.49711038746813,"Overall","Punjab"
"Employer","PUNJAB","Male",4,"Head","total",0.906605280619088,"Overall","Punjab"
"Employer","PUNJAB","Male",4,"Head","q1",0.193370679176409,"Overall","Punjab"
"Employer","PUNJAB","Male",4,"Head","q2",0.714675304436875,"Overall","Punjab"
"Employer","PUNJAB","Male",4,"Head","q3",0.643832813369396,"Overall","Punjab"
"Employer","PUNJAB","Male",4,"Head","q4",0.833553263733034,"Overall","Punjab"
"Employer","PUNJAB","Male",4,"Head","q5",2.67254994885685,"Overall","Punjab"
"Self Employed","PUNJAB","Male",5,"Head","total",19.2219133855104,"Overall","Punjab"
"Self Employed","PUNJAB","Male",5,"Head","q1",14.7824115204615,"Overall","Punjab"
"Self Employed","PUNJAB","Male",5,"Head","q2",18.7106235668648,"Overall","Punjab"
"Self Employed","PUNJAB","Male",5,"Head","q3",19.1910959815709,"Overall","Punjab"
"Self Employed","PUNJAB","Male",5,"Head","q4",22.2735961450463,"Overall","Punjab"
"Self Employed","PUNJAB","Male",5,"Head","q5",21.5656925883751,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Male",6,"Head","total",0.101035577337624,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Male",6,"Head","q1",0,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Male",6,"Head","q2",0.219506222311271,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Male",6,"Head","q3",0.105243593479471,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Male",6,"Head","q4",0.116136890136411,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Male",6,"Head","q5",0,"Overall","Punjab"
"Employee","PUNJAB","Male",7,"Head","total",31.0065467470426,"Overall","Punjab"
"Employee","PUNJAB","Male",7,"Head","q1",35.1992625001394,"Overall","Punjab"
"Employee","PUNJAB","Male",7,"Head","q2",31.4113738061845,"Overall","Punjab"
"Employee","PUNJAB","Male",7,"Head","q3",31.1702794437275,"Overall","Punjab"
"Employee","PUNJAB","Male",7,"Head","q4",29.3422614846291,"Overall","Punjab"
"Employee","PUNJAB","Male",7,"Head","q5",27.0123189926747,"Overall","Punjab"
"Not Economically Active","PUNJAB","Male",8,"Other","total",4.44496812146315,"Overall","Punjab"
"Not Economically Active","PUNJAB","Male",8,"Other","q1",1.3985733243624,"Overall","Punjab"
"Not Economically Active","PUNJAB","Male",8,"Other","q2",2.68166032191278,"Overall","Punjab"
"Not Economically Active","PUNJAB","Male",8,"Other","q3",3.79175957320938,"Overall","Punjab"
"Not Economically Active","PUNJAB","Male",8,"Other","q4",5.34004649567334,"Overall","Punjab"
"Not Economically Active","PUNJAB","Male",8,"Other","q5",11.1571837363844,"Overall","Punjab"
"Employer","PUNJAB","Male",10,"Other","total",0.235912575379627,"Overall","Punjab"
"Employer","PUNJAB","Male",10,"Other","q1",0.0672819933312765,"Overall","Punjab"
"Employer","PUNJAB","Male",10,"Other","q2",0.0256016385048643,"Overall","Punjab"
"Employer","PUNJAB","Male",10,"Other","q3",0.259679039287228,"Overall","Punjab"
"Employer","PUNJAB","Male",10,"Other","q4",0.40003464330017,"Overall","Punjab"
"Employer","PUNJAB","Male",10,"Other","q5",0.543057590887118,"Overall","Punjab"
"Self Employed","PUNJAB","Male",11,"Other","total",7.81789759121844,"Overall","Punjab"
"Self Employed","PUNJAB","Male",11,"Other","q1",7.73467847756833,"Overall","Punjab"
"Self Employed","PUNJAB","Male",11,"Other","q2",6.7273870745119,"Overall","Punjab"
"Self Employed","PUNJAB","Male",11,"Other","q3",8.50473772065243,"Overall","Punjab"
"Self Employed","PUNJAB","Male",11,"Other","q4",8.17800109521929,"Overall","Punjab"
"Self Employed","PUNJAB","Male",11,"Other","q5",8.17112677327108,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Male",12,"Other","total",7.73320580470636,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Male",12,"Other","q1",6.78574216499329,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Male",12,"Other","q2",8.1372581758276,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Male",12,"Other","q3",6.55242508796195,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Male",12,"Other","q4",8.3973177356648,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Male",12,"Other","q5",9.2419512463827,"Overall","Punjab"
"Employee","PUNJAB","Male",13,"Other","total",27.999262085989,"Overall","Punjab"
"Employee","PUNJAB","Male",13,"Other","q1",33.5127519822167,"Overall","Punjab"
"Employee","PUNJAB","Male",13,"Other","q2",31.0909637347225,"Overall","Punjab"
"Employee","PUNJAB","Male",13,"Other","q3",29.2987610571734,"Overall","Punjab"
"Employee","PUNJAB","Male",13,"Other","q4",24.593469737918,"Overall","Punjab"
"Employee","PUNJAB","Male",13,"Other","q5",18.3182689778114,"Overall","Punjab"
"Not Economically Active","PUNJAB","Male",14,"Other","total",0.532652830733711,"Overall","Punjab"
"Not Economically Active","PUNJAB","Male",14,"Other","q1",0.325853013006613,"Overall","Punjab"
"Not Economically Active","PUNJAB","Male",14,"Other","q2",0.281005810458826,"Overall","Punjab"
"Not Economically Active","PUNJAB","Male",14,"Other","q3",0.482127058039936,"Overall","Punjab"
"Not Economically Active","PUNJAB","Male",14,"Other","q4",0.525582508679579,"Overall","Punjab"
"Not Economically Active","PUNJAB","Male",14,"Other","q5",1.31794511870244,"Overall","Punjab"
"Employer","PUNJAB","Female",4,"Head","total",NA,"Overall","Punjab"
"Employer","PUNJAB","Female",4,"Head","q1",NA,"Overall","Punjab"
"Employer","PUNJAB","Female",4,"Head","q2",NA,"Overall","Punjab"
"Employer","PUNJAB","Female",4,"Head","q3",NA,"Overall","Punjab"
"Employer","PUNJAB","Female",4,"Head","q4",NA,"Overall","Punjab"
"Employer","PUNJAB","Female",4,"Head","q5",NA,"Overall","Punjab"
"Self Employed","PUNJAB","Female",5,"Head","total",3.86665101110362,"Overall","Punjab"
"Self Employed","PUNJAB","Female",5,"Head","q1",2.7890987056687,"Overall","Punjab"
"Self Employed","PUNJAB","Female",5,"Head","q2",4.73228859281654,"Overall","Punjab"
"Self Employed","PUNJAB","Female",5,"Head","q3",3.25501058558456,"Overall","Punjab"
"Self Employed","PUNJAB","Female",5,"Head","q4",5.55231012023611,"Overall","Punjab"
"Self Employed","PUNJAB","Female",5,"Head","q5",2.63569449402485,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Female",6,"Head","total",4.11750410275875,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Female",6,"Head","q1",1.16981796757794,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Female",6,"Head","q2",4.26070805425789,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Female",6,"Head","q3",7.2448919454355,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Female",6,"Head","q4",6.77603299299858,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Female",6,"Head","q5",0.505295187583933,"Overall","Punjab"
"Employee","PUNJAB","Female",7,"Head","total",2.47812999760616,"Overall","Punjab"
"Employee","PUNJAB","Female",7,"Head","q1",0.73614713224531,"Overall","Punjab"
"Employee","PUNJAB","Female",7,"Head","q2",1.34358240397527,"Overall","Punjab"
"Employee","PUNJAB","Female",7,"Head","q3",1.25077635175875,"Overall","Punjab"
"Employee","PUNJAB","Female",7,"Head","q4",2.61877566679164,"Overall","Punjab"
"Employee","PUNJAB","Female",7,"Head","q5",5.90970132762167,"Overall","Punjab"
"Not Economically Active","PUNJAB","Female",8,"Other","total",1.81777470734564,"Overall","Punjab"
"Not Economically Active","PUNJAB","Female",8,"Other","q1",0.146986473600136,"Overall","Punjab"
"Not Economically Active","PUNJAB","Female",8,"Other","q2",0,"Overall","Punjab"
"Not Economically Active","PUNJAB","Female",8,"Other","q3",0.955196003318479,"Overall","Punjab"
"Not Economically Active","PUNJAB","Female",8,"Other","q4",3.41962316136401,"Overall","Punjab"
"Not Economically Active","PUNJAB","Female",8,"Other","q5",4.15540483111496,"Overall","Punjab"
"Employer","PUNJAB","Female",10,"Other","total",0.987119658563093,"Overall","Punjab"
"Employer","PUNJAB","Female",10,"Other","q1",0,"Overall","Punjab"
"Employer","PUNJAB","Female",10,"Other","q2",0.0972911256020391,"Overall","Punjab"
"Employer","PUNJAB","Female",10,"Other","q3",0.791085441761151,"Overall","Punjab"
"Employer","PUNJAB","Female",10,"Other","q4",2.41736491965368,"Overall","Punjab"
"Employer","PUNJAB","Female",10,"Other","q5",1.40794193142605,"Overall","Punjab"
"Self Employed","PUNJAB","Female",11,"Other","total",9.97969327839323,"Overall","Punjab"
"Self Employed","PUNJAB","Female",11,"Other","q1",16.8123371456685,"Overall","Punjab"
"Self Employed","PUNJAB","Female",11,"Other","q2",8.30190803174425,"Overall","Punjab"
"Self Employed","PUNJAB","Female",11,"Other","q3",13.5767488881736,"Overall","Punjab"
"Self Employed","PUNJAB","Female",11,"Other","q4",5.1189718460908,"Overall","Punjab"
"Self Employed","PUNJAB","Female",11,"Other","q5",8.33885800737756,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Female",12,"Other","total",39.3785651676465,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Female",12,"Other","q1",55.3908200266033,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Female",12,"Other","q2",59.3680901189203,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Female",12,"Other","q3",42.8781909757325,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Female",12,"Other","q4",31.1279873747722,"Overall","Punjab"
"Contributing Family Worker","PUNJAB","Female",12,"Other","q5",11.8070783823754,"Overall","Punjab"
"Employee","PUNJAB","Female",13,"Other","total",30.9829053994399,"Overall","Punjab"
"Employee","PUNJAB","Female",13,"Other","q1",19.5109359151123,"Overall","Punjab"
"Employee","PUNJAB","Female",13,"Other","q2",20.7025062515579,"Overall","Punjab"
"Employee","PUNJAB","Female",13,"Other","q3",23.2764990955785,"Overall","Punjab"
"Employee","PUNJAB","Female",13,"Other","q4",36.2229817509656,"Overall","Punjab"
"Employee","PUNJAB","Female",13,"Other","q5",51.9927074302616,"Overall","Punjab"
"Not Economically Active","PUNJAB","Female",14,"Other","total",6.39165667714315,"Overall","Punjab"
"Not Economically Active","PUNJAB","Female",14,"Other","q1",3.44324925140153,"Overall","Punjab"
"Not Economically Active","PUNJAB","Female",14,"Other","q2",1.19362542112584,"Overall","Punjab"
"Not Economically Active","PUNJAB","Female",14,"Other","q3",6.77160071265692,"Overall","Punjab"
"Not Economically Active","PUNJAB","Female",14,"Other","q4",6.74551621312919,"Overall","Punjab"
"Not Economically Active","PUNJAB","Female",14,"Other","q5",13.2481683580669,"Overall","Punjab"
"Employer","PUNJAB URBAN","Both Sexes",4,"Head","total",1.81211109424799,"Urban","Punjab"
"Employer","PUNJAB URBAN","Both Sexes",4,"Head","q1",0.44962607962924,"Urban","Punjab"
"Employer","PUNJAB URBAN","Both Sexes",4,"Head","q2",0.390318083893043,"Urban","Punjab"
"Employer","PUNJAB URBAN","Both Sexes",4,"Head","q3",0.230787812314342,"Urban","Punjab"
"Employer","PUNJAB URBAN","Both Sexes",4,"Head","q4",1.88668731376552,"Urban","Punjab"
"Employer","PUNJAB URBAN","Both Sexes",4,"Head","q5",4.23584987767022,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Both Sexes",5,"Head","total",14.9843402916707,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Both Sexes",5,"Head","q1",14.6803244154203,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Both Sexes",5,"Head","q2",14.0535631309931,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Both Sexes",5,"Head","q3",16.6699309921591,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Both Sexes",5,"Head","q4",15.7668754839164,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Both Sexes",5,"Head","q5",13.7355065806651,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Both Sexes",6,"Head","total",0.119137957201396,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Both Sexes",6,"Head","q1",0,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Both Sexes",6,"Head","q2",0,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Both Sexes",6,"Head","q3",0,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Both Sexes",6,"Head","q4",0.392118908519275,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Both Sexes",6,"Head","q5",0.0945275556286203,"Urban","Punjab"
"Employee","PUNJAB URBAN","Both Sexes",7,"Head","total",26.2676085486831,"Urban","Punjab"
"Employee","PUNJAB URBAN","Both Sexes",7,"Head","q1",31.3046397724879,"Urban","Punjab"
"Employee","PUNJAB URBAN","Both Sexes",7,"Head","q2",30.155873780256,"Urban","Punjab"
"Employee","PUNJAB URBAN","Both Sexes",7,"Head","q3",24.5222659641838,"Urban","Punjab"
"Employee","PUNJAB URBAN","Both Sexes",7,"Head","q4",26.6247859036625,"Urban","Punjab"
"Employee","PUNJAB URBAN","Both Sexes",7,"Head","q5",23.1909214865244,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Both Sexes",8,"Other","total",5.64039238951972,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Both Sexes",8,"Other","q1",1.61746892774384,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Both Sexes",8,"Other","q2",2.29459722046213,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Both Sexes",8,"Other","q3",2.77598239875695,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Both Sexes",8,"Other","q4",5.41517092513081,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Both Sexes",8,"Other","q5",11.3399220570743,"Urban","Punjab"
"Employer","PUNJAB URBAN","Both Sexes",10,"Other","total",0.549883414506271,"Urban","Punjab"
"Employer","PUNJAB URBAN","Both Sexes",10,"Other","q1",0,"Urban","Punjab"
"Employer","PUNJAB URBAN","Both Sexes",10,"Other","q2",0.296962784606936,"Urban","Punjab"
"Employer","PUNJAB URBAN","Both Sexes",10,"Other","q3",0.988111326556594,"Urban","Punjab"
"Employer","PUNJAB URBAN","Both Sexes",10,"Other","q4",0.0651087492081368,"Urban","Punjab"
"Employer","PUNJAB URBAN","Both Sexes",10,"Other","q5",0.97186898625845,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Both Sexes",11,"Other","total",7.29680321196485,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Both Sexes",11,"Other","q1",8.2933958289446,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Both Sexes",11,"Other","q2",7.97870992269674,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Both Sexes",11,"Other","q3",8.73859934321771,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Both Sexes",11,"Other","q4",7.04406278595059,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Both Sexes",11,"Other","q5",5.68108191743465,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Both Sexes",12,"Other","total",8.63450102788394,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Both Sexes",12,"Other","q1",7.73514851485149,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Both Sexes",12,"Other","q2",9.27427871414692,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Both Sexes",12,"Other","q3",7.71392757114597,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Both Sexes",12,"Other","q4",8.89145022406795,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Both Sexes",12,"Other","q5",9.06860137899023,"Urban","Punjab"
"Employee","PUNJAB URBAN","Both Sexes",13,"Other","total",32.5334924598849,"Urban","Punjab"
"Employee","PUNJAB URBAN","Both Sexes",13,"Other","q1",35.1755055824731,"Urban","Punjab"
"Employee","PUNJAB URBAN","Both Sexes",13,"Other","q2",34.5913065517678,"Urban","Punjab"
"Employee","PUNJAB URBAN","Both Sexes",13,"Other","q3",36.3391242467569,"Urban","Punjab"
"Employee","PUNJAB URBAN","Both Sexes",13,"Other","q4",31.951678749912,"Urban","Punjab"
"Employee","PUNJAB URBAN","Both Sexes",13,"Other","q5",28.0466400410022,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Both Sexes",14,"Other","total",2.1616606189379,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Both Sexes",14,"Other","q1",0.744549188961449,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Both Sexes",14,"Other","q2",0.964812233346006,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Both Sexes",14,"Other","q3",2.02159677745787,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Both Sexes",14,"Other","q4",1.96206095586683,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Both Sexes",14,"Other","q5",3.63532187720605,"Urban","Punjab"
"Employer","PUNJAB URBAN","Male",4,"Head","total",2.07834871444305,"Urban","Punjab"
"Employer","PUNJAB URBAN","Male",4,"Head","q1",0.471971916634419,"Urban","Punjab"
"Employer","PUNJAB URBAN","Male",4,"Head","q2",0.423882377227791,"Urban","Punjab"
"Employer","PUNJAB URBAN","Male",4,"Head","q3",0.262142150010567,"Urban","Punjab"
"Employer","PUNJAB URBAN","Male",4,"Head","q4",2.13713120118534,"Urban","Punjab"
"Employer","PUNJAB URBAN","Male",4,"Head","q5",5.30169844377404,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Male",5,"Head","total",17.0105262491613,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Male",5,"Head","q1",15.4099176294986,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Male",5,"Head","q2",15.0767254627612,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Male",5,"Head","q3",18.9346720998439,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Male",5,"Head","q4",17.4063406320699,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Male",5,"Head","q5",17.0558492370166,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Male",6,"Head","total",0.0694681807248744,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Male",6,"Head","q1",0,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Male",6,"Head","q2",0,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Male",6,"Head","q3",0,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Male",6,"Head","q4",0.291683692622529,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Male",6,"Head","q5",0,"Urban","Punjab"
"Employee","PUNJAB URBAN","Male",7,"Head","total",29.5038800906409,"Urban","Punjab"
"Employee","PUNJAB URBAN","Male",7,"Head","q1",32.8604400464371,"Urban","Punjab"
"Employee","PUNJAB URBAN","Male",7,"Head","q2",32.5389361653325,"Urban","Punjab"
"Employee","PUNJAB URBAN","Male",7,"Head","q3",27.5423524569801,"Urban","Punjab"
"Employee","PUNJAB URBAN","Male",7,"Head","q4",29.6029048772304,"Urban","Punjab"
"Employee","PUNJAB URBAN","Male",7,"Head","q5",27.543353738059,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Male",8,"Other","total",5.88509424885749,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Male",8,"Other","q1",1.52993531980762,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Male",8,"Other","q2",2.49191458127853,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Male",8,"Other","q3",2.82127244615333,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Male",8,"Other","q4",5.71706681815615,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Male",8,"Other","q5",12.6837106139876,"Urban","Punjab"
"Employer","PUNJAB URBAN","Male",10,"Other","total",0.434769536541213,"Urban","Punjab"
"Employer","PUNJAB URBAN","Male",10,"Other","q1",0,"Urban","Punjab"
"Employer","PUNJAB URBAN","Male",10,"Other","q2",0.211023694290892,"Urban","Punjab"
"Employer","PUNJAB URBAN","Male",10,"Other","q3",1.039669856619,"Urban","Punjab"
"Employer","PUNJAB URBAN","Male",10,"Other","q4",0,"Urban","Punjab"
"Employer","PUNJAB URBAN","Male",10,"Other","q5",0.674778125085104,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Male",11,"Other","total",6.74110364209487,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Male",11,"Other","q1",8.24810658411189,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Male",11,"Other","q2",6.90506227492717,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Male",11,"Other","q3",7.65366090596624,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Male",11,"Other","q4",6.76852340944351,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Male",11,"Other","q5",5.20305374925487,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Male",12,"Other","total",9.14717126834023,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Male",12,"Other","q1",8.11957543258334,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Male",12,"Other","q2",8.28726747253251,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Male",12,"Other","q3",7.62140296105687,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Male",12,"Other","q4",9.48769314078223,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Male",12,"Other","q5",11.0993436799313,"Urban","Punjab"
"Employee","PUNJAB URBAN","Male",13,"Other","total",28.2815407694353,"Urban","Punjab"
"Employee","PUNJAB URBAN","Male",13,"Other","q1",33.2066449223285,"Urban","Punjab"
"Employee","PUNJAB URBAN","Male",13,"Other","q2",33.8729729109801,"Urban","Punjab"
"Employee","PUNJAB URBAN","Male",13,"Other","q3",33.4996903978851,"Urban","Punjab"
"Employee","PUNJAB URBAN","Male",13,"Other","q4",27.7275581291049,"Urban","Punjab"
"Employee","PUNJAB URBAN","Male",13,"Other","q5",18.6828815144079,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Male",14,"Other","total",0.848255541630271,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Male",14,"Other","q1",0.153408148598596,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Male",14,"Other","q2",0.192673807830814,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Male",14,"Other","q3",0.625136725484889,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Male",14,"Other","q4",0.861098099405005,"Urban","Punjab"
"Not Economically Active","PUNJAB URBAN","Male",14,"Other","q5",1.75533089848372,"Urban","Punjab"
"Employer","PUNJAB URBAN","Female",4,"Head","total",NA,"Urban","Punjab"
"Employer","PUNJAB URBAN","Female",4,"Head","q1",NA,"Urban","Punjab"
"Employer","PUNJAB URBAN","Female",4,"Head","q2",NA,"Urban","Punjab"
"Employer","PUNJAB URBAN","Female",4,"Head","q3",NA,"Urban","Punjab"
"Employer","PUNJAB URBAN","Female",4,"Head","q4",NA,"Urban","Punjab"
"Employer","PUNJAB URBAN","Female",4,"Head","q5",NA,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Female",5,"Head","total",1.19391250026926,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Female",5,"Head","q1",0,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Female",5,"Head","q2",2.14990664177114,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Female",5,"Head","q3",0,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Female",5,"Head","q4",3.41617238531421,"Urban","Punjab"
"Self Employed","PUNJAB URBAN","Female",5,"Head","q5",0.538739973784528,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Female",6,"Head","total",0.45720871119919,"Urban","Punjab"
"Contributing Family Worker","PUNJAB URBAN","Female",6,"Head","q1",0,"Urban","Punjab"
